submission_date,industry,job_function,job_title,annual_salary_gross,additional_compensation,currency,country,city,remote_or_onsite,experience_field,education_level,gender,race
2023-04-11,Law,Administration,Office Manager,72473.55679999999,0.0,GBP,USA,San Rafael,On-site,21-30 years,Some college,Woman,White
2023-04-11,Health care,Health care,Front Desk,41827.136,804.3679999999999,GBP,USA,Colorado Springs,On-site,8-10 years,Some college,Woman,White
2023-04-11,Education (Primary/Secondary),"Galleries, Libraries, Archives & Museums",School Library Media Specialist,563057.6,0.0,GBP,USA,Harrisburg area,On-site,11-20 years,Master's degree,Woman,White
2023-04-11,Hospitality & Events,"Accounting, Banking & Finance",Senior Staff Accountant,65153.808,2413.104,GBP,USA,Dallas,Fully remote,5-7 years,Master's degree,Woman,White
2023-04-11,Law,"Galleries, Libraries, Archives & Museums",Knowledge management,35500.0,3000.0,GBP,UK,Jersey ,Hybrid,2-4 years,Master's degree,Woman,White
2023-04-11,Media & Digital,strategy,Senior Product Manager,92502.31999999999,9250.232,GBP,USA,Philadelphia,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Engineering or Manufacturing,Sales,Applications engineer and salesman ,57914.496,4021.8399999999997,GBP,USA,Eugene ,Fully remote,8-10 years,Master's degree,Man,White
2023-04-11,Education (Higher Education),Education (Higher Education),Examinations Manager,36000.0,0.0,GBP,UK,,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Administration,Executive Assistant,46653.344,0.0,GBP,USA,Reno,On-site,11-20 years,Master's degree,Woman,White
2023-04-11,Entertainment,Law,corporate counsel,116633.36,0.0,GBP,USA,mineola,On-site,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Computing or Tech,Computing or Tech,CTO,96524.16,8043.679999999999,GBP,USA,Las Vegas,Other/it's complicated,11-20 years,High School,Man,White
2023-04-11,Law,Law,partner at 13 attorney law firm ,128698.87999999999,40218.4,GBP,USA,Cincinnati,On-site,21-30 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Computing or Tech,,Full-Stack Web Developer,104567.84,0.0,GBP,USA,Seattle area,Other/it's complicated,11-20 years,College degree,Man,White
2023-04-11,Education (Primary/Secondary),Fundraising/Advancement,Annual Fund Director,60327.6,0.0,GBP,USA,New York,On-site,5-7 years,College degree,Woman,White
2023-04-11,"Marketing, Advertising & PR","Marketing, Advertising & PR",Producer,72393.12,0.0,GBP,USA,dallas,Fully remote,8-10 years,High School,Woman,White
2023-04-11,Health care,Recruitment or HR,Benefits Manager,102959.10399999999,5228.392,GBP,USA,NoVa/DC metro,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Engineering or Manufacturing,Computing or Tech,Lead Software Developer,109285.45831999999,10686.833247999999,GBP,USA,Chicago,Hybrid,11-20 years,College degree,Man,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Team Leader,73974.905,0.0,GBP,Germany,Dortmund,Hybrid,5-7 years,Master's degree,Man,White
2023-04-11,Insurance,"Marketing, Advertising & PR",Marketing Communications Director,60327.6,0.0,GBP,USA,Taunton,Hybrid,8-10 years,Master's degree,Woman,White
2023-04-11,"Accounting, Banking & Finance",Computing or Tech,Systems Administrator Lead,72393.12,1608.7359999999999,GBP,USA,Biloxi,Hybrid,21-30 years,Master's degree,Man,White
2023-04-11,Education (Higher Education),Education (Higher Education),Professor,64349.439999999995,0.0,GBP,USA,South Texas,On-site,21-30 years,PhD,Woman,White
2023-04-11,Education (Primary/Secondary),Education (Primary/Secondary),Special Education teacher,66762.544,0.0,GBP,USA,Philadelphia,On-site,21-30 years,Master's degree,Woman,Middle Eastern or Northern African
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Configuration Management Analyst ,66360.36,5952.3232,GBP,USA,Pontiac ,On-site,8-10 years,College degree,Woman,White
2023-04-11,"Marketing, Advertising & PR",Business or Consulting,Brand Srategy Lead,132720.72,0.0,GBP,USA,Chicago,Fully remote,8-10 years,Master's degree,Woman,White
2023-04-11,Recruitment or HR,Administration,Administrative Manager,46653.344,0.0,GBP,USA,New York,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Nonprofits,Nonprofits,Outreach and Events Manager,40218.4,0.0,GBP,USA,Portland,On-site,1 year or less,College degree,Woman,White
2023-04-11,Health care,Recruitment or HR,HR Business Partner Director,96524.16,20109.2,GBP,USA,Jacksonville,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Administration,Administrative Assistant,30115.53792,0.0,GBP,USA,Ithaca,On-site,2-4 years,College degree,Woman,White
2023-04-11,Health care,Supply Chain/ Sourcing & Contracting,Sr. Strategic Lead,82045.536,0.0,GBP,USA,Pittsburgh,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Education (Primary/Secondary),Health care,School nurse practitioner ,87515.2384,0.0,GBP,USA,Madison ,On-site,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Social Work,Recruitment or HR,"Assistant Director, HR",68371.28,1608.7359999999999,GBP,USA,Chelsea,Hybrid,11-20 years,College degree,Woman,White
2023-04-11,Nonprofits,"Marketing, Advertising & PR",Social Media Manager,36802.249104,0.0,GBP,USA,"Carmel, Indiana",Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Research Administration,Assistant Director of Research Administration,88480.48,0.0,GBP,USA,Charlottesville,Fully remote,21-30 years,College degree,Woman,White
2023-04-11,Entertainment,Media & Digital,freelance book editor,32174.719999999998,0.0,GBP,USA,Los Angeles,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Nonprofits,Nonprofits,Major Gifts Officer,64349.439999999995,0.0,GBP,USA,Omaha,Hybrid,21-30 years,College degree,Woman,White
2023-04-11,Law Enforcement & Security,Recruitment or HR,Investigator,84458.64,2815.288,GBP,USA,Leesburg,On-site,11-20 years,College degree,Woman,White
2023-04-11,Nonprofits,Hospitality & Events,Events Coordinator,40218.4,241.3104,GBP,USA,Chicago,On-site,2-4 years,Some college,Woman,White
2023-04-11,Computing or Tech,Business or Consulting,Project Management Senior Analyst,55501.392,2413.104,GBP,USA,Tallahassee,Fully remote,2-4 years,College degree,Woman,White
2023-04-11,Business or Consulting,Writing and Editing,Client Documentation Coordinator,41153.075616,0.0,GBP,USA,Cleveland ,Fully remote,8-10 years,College degree,Woman,White
2023-04-11,Health care,Data Management,Data Associate 1,41183.641599999995,160.87359999999998,GBP,USA,Boston,Hybrid,2-4 years,Master's degree,Woman,White
2023-04-11,Business or Consulting,Administration,Office Manager,51479.551999999996,0.0,GBP,USA,Minneapolis,Hybrid,21-30 years,Some college,Woman,White
2023-04-11,Agriculture or Forestry,Agriculture or Forestry,Mushroom Farm Manager,25932.82432,402.18399999999997,GBP,USA,Graham,On-site,5-7 years,College degree,Woman,White
2023-04-11,Education (Primary/Secondary),Administration,Administrative Assistant ,26208.0,0.0,GBP,UK,"Oxford, UK",Other/it's complicated,1 year or less,Master's degree,Woman,White
2023-04-11,Health care,Law,Senior Counsel,187417.744,40218.4,GBP,USA,Los Angeles ,Fully remote,21-30 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Senior Executive Assistant,87273.928,36196.56,GBP,USA,New York City,Hybrid,21-30 years,College degree,Woman,White
2023-04-11,Media & Digital,Media & Digital,senior reporter,76414.95999999999,4021.8399999999997,GBP,USA,remote,Fully remote,2-4 years,Master's degree,Woman,White
2023-04-11,Computing or Tech,Law,Senior Counsel IP & Marketing,164895.44,8043.679999999999,GBP,USA,Cleveland,Fully remote,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Property or Construction,"Accounting, Banking & Finance",Controller/HR Manager,44240.24,19103.739999999998,GBP,USA,Bloomington,On-site,11-20 years,College degree,Man,White
2023-04-11,Nonprofits,Computing or Tech,security manager,108589.68,16087.359999999999,GBP,USA,washington ,Hybrid,21-30 years,Some college,Man,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Optical Engineer,82045.536,0.0,GBP,USA,Tucson,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Health care,Administration,Chief of Nursing Informatics,172939.12,24131.04,GBP,USA,Boston,On-site,31-40 years,PhD,Man,White
2023-04-11,Insurance,"Accounting, Banking & Finance",Bookkeeper ,48262.08,804.3679999999999,GBP,USA,Chicago area,Hybrid,8-10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Manufacturing Manager,39916.255,14894.125,GBP,Uganda,Montreal,On-site,2-4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2023-04-11,Retail,"Marketing, Advertising & PR",Affiliate Manager,46800.0,0.0,GBP,UK,Manchester,On-site,5-7 years,Master's degree,Man,White
2023-04-11,Education (Higher Education),Education (Higher Education),Staff Associate,52283.92,1608.7359999999999,GBP,USA,Salem,Hybrid,11-20 years,College degree,Woman,White
2023-04-11,Art & Design,Art & Design,Potter,24131.04,0.0,GBP,USA,Elgin,Other/it's complicated,11-20 years,Some college,Woman,White
2023-04-11,Agriculture or Forestry,Agriculture or Forestry,Farm Manager,25739.775999999998,0.0,GBP,USA,Poughkeepsie,On-site,8-10 years,Master's degree,Woman,White
2023-04-11,Engineering or Manufacturing,"Accounting, Banking & Finance",Production Coordinator,56305.759999999995,3217.4719999999998,GBP,USA,Bethesda,Other/it's complicated,2-4 years,College degree,Woman,White
2023-04-11,Nonprofits,Education (Higher Education),Head of Education and Programmes,48000.0,500.0,GBP,UK,London,Hybrid,5-7 years,PhD,Woman,White
2023-04-11,Education (Higher Education),Administration,Research Grants Administrator ,52283.92,0.0,GBP,USA,DC,Fully remote,8-10 years,Master's degree,Woman,White
2023-04-11,Retail,"Marketing, Advertising & PR",Marketing Manager,84458.64,0.0,GBP,USA,Seattle,Hybrid,5-7 years,Master's degree,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Tech Support,46653.344,804.3679999999999,GBP,USA,Portland,Hybrid,11-20 years,Some college,Man,"Native American or Alaska Native, White"
2023-04-11,Nonprofits,"Accounting, Banking & Finance",Operations Manager,57914.496,0.0,GBP,USA,Chicago,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Retail,"Marketing, Advertising & PR","Senior Director, Marketing Operations",168917.28,24131.04,GBP,USA,New York City,Hybrid,11-20 years,College degree,Woman,White
2023-04-11,Nonprofits,Nonprofits,Development Officer,58718.864,0.0,GBP,USA,Houston,On-site,21-30 years,College degree,Woman,White
2023-04-11,Health care,Computing or Tech,Senior Software Developer,80428.275,8936.475,GBP,Uganda,Winnipeg,Fully remote,11-20 years,College degree,Man,White
2023-04-11,Law,Law,Staff Attorney,49870.816,0.0,GBP,USA,Detroit metro,Hybrid,2-4 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance","Commercial banker, executive relationship manager",152829.91999999998,48262.08,GBP,USA,McLean,Hybrid,11-20 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Data Services Librarian,49870.816,0.0,GBP,USA,Omaha,Hybrid,11-20 years,Master's degree,Woman,White
2023-04-11,Property or Construction,Administration,Receptionist,23423.19616,4391.849279999999,GBP,USA,Chesapeake,On-site,5-7 years,College degree,Non-binary,"Black or African American, Native American or Alaska Native, White"
2023-04-11,Art & Design,Art & Design,Lighting Artist,86067.376,1930.4832,GBP,USA,Los Angeles,Fully remote,5-7 years,College degree,Woman,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Manager,55108.2625,1191.53,GBP,Uganda,"Guelph, Ontario",Hybrid,11-20 years,Some college,Man,White
2023-04-11,Law,Law,Attorney Advisor,110021.45504,563.0576,GBP,USA,Washington,Hybrid,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Archivist,58718.864,0.0,GBP,USA,New York City,On-site,5-7 years,Master's degree,Woman,White
2023-04-11,Health care,Computing or Tech,Help Desk Associate,36807.87968,7348.706048,GBP,USA,Medford,Other/it's complicated,11-20 years,Some college,Non-binary,White
2023-04-11,Education (Higher Education),Hospitality & Events,Event Operations Coordinator,71588.752,0.0,GBP,USA,Cambridge,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Law,Administration,Legal assistant,46653.344,0.0,GBP,USA,Salt Lake City ,On-site,11-20 years,Some college,Woman,White
2023-04-11,Sales,Sales,Dealer Services Manager,72393.12,8848.047999999999,GBP,USA,Los Angeles,Fully remote,8-10 years,Some college,Man,White
2023-04-11,Nonprofits,Recruitment or HR,HR Leaves Manager,64349.439999999995,4021.8399999999997,GBP,USA,Lexington,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Student Affairs,"Program Manager, Graduate Student Career Services",52283.92,0.0,GBP,USA,Boulder,Hybrid,5-7 years,Master's degree,Woman,White
2023-04-11,Nonprofits,Administration,Evaluation lead,56000.0,7000.0,GBP,UK,London,Hybrid,11-20 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Librarian (Department Head),57110.128,0.0,GBP,USA,Atlanta,On-site,5-7 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),Administration,Administrator ,27500.0,0.0,GBP,UK,York,Hybrid,2-4 years,College degree,Woman,White
2023-04-11,"Marketing, Advertising & PR",Computing or Tech,Back-end Developper,34811.72,0.0,GBP,France,Paris,Hybrid,5-7 years,College degree,Man,White
2023-04-11,Education (Higher Education),Education (Higher Education),Instructor,40218.4,0.0,GBP,USA,Fort Collins,On-site,2-4 years,Master's degree,Woman,White
2023-04-11,Health care,Health care,Business Support Analyst,43435.871999999996,0.0,GBP,USA,Kansas City ,Hybrid,11-20 years,College degree,Woman,White
2023-04-11,Recruitment or HR,"Marketing, Advertising & PR",Content Creator,41827.136,482.6208,GBP,USA,Boise,Fully remote,8-10 years,Master's degree,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,"Computer Scientist, Applications",89284.848,2413.104,GBP,USA,"Foxborough, MA",Hybrid,21-30 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Career Coach ,41703.549999999996,0.0,GBP,Uganda,Calgary,On-site,11-20 years,College degree,Woman,White
2023-04-11,Law,Law,Associate Attorney,123068.30399999999,2573.9775999999997,GBP,USA,Phoenix,Hybrid,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,"Leisure, Sport & Tourism","Marketing, Advertising & PR",Web admin,44240.24,0.0,GBP,USA,Madison,Hybrid,11-20 years,Master's degree,Woman,White
2023-04-11,Insurance,Computing or Tech,Software Engineering Intern,43500.22144,0.0,GBP,USA,Hartford,Hybrid,2-4 years,Some college,Woman,Black or African American
2023-04-11,Health care,Business or Consulting,Senior Director,104258.875,29788.25,GBP,Uganda,Toronto,Hybrid,11-20 years,Master's degree,Woman,Asian or Asian American
2023-04-11,"Marketing, Advertising & PR",Art & Design,Graphic Designer / Production Manager,59523.231999999996,402.18399999999997,GBP,USA,Buffalo,Fully remote,21-30 years,College degree,Man,Middle Eastern or Northern African
2023-04-11,Health care,Health care,Lpn,58557.990399999995,0.0,GBP,USA,Howell,On-site,11-20 years,Some college,Woman,White
2023-04-11,Health care,Health care,Clinical pharmacist,119046.46399999999,1246.7703999999999,GBP,USA,Virginia Beach ,Fully remote,41 years or more,Master's degree,Man,White
2023-04-11,Property or Construction,Administration,Office Manager,41121.34425,3481.172,GBP,Ireland,Dublin,On-site,8-10 years,Some college,Woman,White
2023-04-11,Education (Primary/Secondary),Computing or Tech,Project Coordinator,26000.0,0.0,GBP,UK,"Newark, UK",Hybrid,1 year or less,College degree,Woman,White
2023-04-11,"Accounting, Banking & Finance",Administration,Executive Assistant,40218.4,3860.9664,GBP,USA,Crawfordsville,On-site,5-7 years,College degree,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Senior ASIC Designer,71491.8,1191.53,GBP,Uganda,Montreal,Hybrid,21-30 years,Master's degree,Woman,White
2023-04-11,Retail,Industrial Design,Program Manager/Producer,10135.0368,12065.52,GBP,USA,Seattle,Hybrid,11-20 years,Master's degree,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Sr. System Administrator,95719.792,17096.84184,GBP,USA,Raleigh,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Learning Experience Designer,52283.92,3619.656,GBP,USA,Burlington,Hybrid,5-7 years,PhD,Woman,White
2023-04-11,Education (Primary/Secondary),Education (Primary/Secondary),8th grade teacher,33783.456,0.0,GBP,USA,Phoenix,On-site,11-20 years,College degree,Woman,White
2023-04-11,Health care,Computing or Tech,Business Analyst,100546.0,0.0,GBP,USA,Boston,Fully remote,21-30 years,College degree,Woman,White
2023-04-11,Property or Construction,Administration,Purchasing Team Lead,38480.96512,0.0,GBP,USA,Mechanicsburg,On-site,2-4 years,College degree,Woman,White
2023-04-11,"Accounting, Banking & Finance",Business or Consulting,Associate,100546.0,100546.0,GBP,USA,New York City,Hybrid,1 year or less,Master's degree,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Associate,128698.87999999999,32174.719999999998,GBP,USA,Evanston,Hybrid,21-30 years,College degree,Man,White
2023-04-11,Business or Consulting,"Accounting, Banking & Finance",Biller II,49870.816,3619.656,GBP,USA,Spokane,Fully remote,8-10 years,Some college,Man,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Accountant,52283.92,402.18399999999997,GBP,USA,Canton,On-site,11-20 years,College degree,Woman,White
2023-04-11,Health care,Science,Senior Research Analyst,70080.56199999999,1608.7359999999999,GBP,USA,Philadelphia,Hybrid,5-7 years,Master's degree,Man,White
2023-04-11,Hospitality & Events,Computing or Tech,Software Engineer,104567.84,4826.208,GBP,USA,Boise,Fully remote,11-20 years,College degree,Man,White
2023-04-11,Insurance,Administration,EMC administrator,25600.0,1700.0,GBP,Isle of Man,Douglas,On-site,5-7 years,Master's degree,Woman,White
2023-04-11,Property or Construction,Transport or Logistics,Parts/ Purchasing and Fleet Management,36807.87968,241.3104,GBP,USA,Marlton,On-site,5-7 years,College degree,Woman,White
2023-04-11,Nonprofits,Training health and human service professionals ,Training Design and Delivery Specialist ,56545.461663999995,0.0,GBP,USA,Newark,Fully remote,8-10 years,Master's degree,Non-binary,White
2023-04-11,Engineering or Manufacturing,Administration,Program manager,88480.48,0.0,GBP,USA,Chicago ,Fully remote,5-7 years,College degree,Woman,White
2023-04-11,Computing or Tech,Training,Product Training Team Lead,64536.857744,0.0,GBP,USA,Houston,Fully remote,8-10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2023-04-11,Education (Higher Education),Education (Higher Education),Assistant Director - Learning Programs,78828.064,0.0,GBP,USA,Princeton,On-site,2-4 years,PhD,Woman,White
2023-04-11,Health care,Regulatory,Senior Technical Writer,88480.48,8043.679999999999,GBP,USA,Pittsburgh,Fully remote,8-10 years,College degree,Man,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Director of Compliance,101280.05,20851.774999999998,GBP,Uganda,Toronto,Hybrid,11-20 years,Master's degree,Woman,White
2023-04-11,Business or Consulting,Business or Consulting,Consulting Director,155243.024,45044.608,GBP,USA,Atlanta,Hybrid,5-7 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Subject librarian,26500.0,0.0,GBP,UK,Norwich,Hybrid,2-4 years,Master's degree,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Structural engineer ,63866.8192,0.0,GBP,USA,Pittsburgh ,Hybrid,2-4 years,College degree,Man,White
2023-04-11,Computing or Tech,Computing or Tech,Systems Administrator,84378.2032,1608.7359999999999,GBP,USA,,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Cataloging Librarian,42631.504,0.0,GBP,USA,Philadelphia,On-site,2-4 years,PhD,Woman,White
2023-04-11,Health care,Recruitment or HR,Senior Recruiting Analyst,65958.17599999999,3217.4719999999998,GBP,USA,Philadelphia ,Other/it's complicated,8-10 years,College degree,Woman,Black or African American
2023-04-11,Computing or Tech,Media & Digital,Editorial Manager,71588.752,4021.8399999999997,GBP,USA,Philadelphia,Fully remote,2-4 years,PhD,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Lab Manager,80436.8,0.0,GBP,USA,Boston,On-site,8-10 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Information Desk Manager,46915.567967999996,0.0,GBP,USA,Durham,On-site,5-7 years,Master's degree,Man,White
2023-04-11,Health care,Health care,Nurse,50192.5632,0.0,GBP,USA,Fort Worth ,On-site,1 year or less,College degree,Woman,White
2023-04-11,Health care,Administration,Director of admissions ,92502.31999999999,0.0,GBP,USA,Brooklyn,On-site,11-20 years,Some college,Woman,White
2023-04-11,Computing or Tech,"Accounting, Banking & Finance","Project manager, tax integration",92502.31999999999,28152.879999999997,GBP,USA,Arlington,Hybrid,5-7 years,College degree,Man,Black or African American
2023-04-11,Engineering or Manufacturing,"Marketing, Advertising & PR",Senior Technical Writer,51447.37728,0.0,GBP,USA,St. Joseph,On-site,21-30 years,College degree,Woman,White
2023-04-11,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Librarian for Engineering,56305.759999999995,0.0,GBP,USA,Raleigh,Hybrid,8-10 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Associate Director,53088.288,0.0,GBP,USA,,On-site,5-7 years,Master's degree,Man,White
2023-04-11,"Accounting, Banking & Finance",Law,Legal Associate/Finance Lawyer,58065.94896,10314.712636,GBP,Germany,Frankfurt am Main,Hybrid,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Health care,Health care,Senior Manager,132720.72,23728.856,GBP,USA,Lakeville,Fully remote,11-20 years,Master's degree,Man,White
2023-04-11,Computing or Tech,Business or Consulting,Senior Consultant,86067.376,0.0,GBP,USA,Fairfax,Hybrid,11-20 years,College degree,Man,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Vice President,160873.6,80436.8,GBP,USA,NYC,On-site,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
2023-04-11,Business or Consulting,"Marketing, Advertising & PR",Marketing Technology Director,124677.04,9974.163199999999,GBP,USA,San Diego,Fully remote,11-20 years,College degree,Man,White
2023-04-11,"Accounting, Banking & Finance",Regulatory Compliance,Senior Manager,143177.504,9652.416,GBP,USA,Chicago,Fully remote,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Retail,Computing or Tech,Senior Quality Assurance Engineer,69175.648,5791.4496,GBP,USA,Tampa,Hybrid,5-7 years,College degree,Man,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Software Engineering Manager ,108589.68,8043.679999999999,GBP,USA,Brookfield,Hybrid,11-20 years,College degree,Man,White
2023-04-11,Education (Primary/Secondary),Education (Primary/Secondary),Pre-K Teacher,36759.6176,0.0,GBP,USA,Philadelphia,On-site,21-30 years,Master's degree,Woman,White
2023-04-11,Sales,Sales,Sr. Field account representative ,84458.64,20109.2,GBP,USA,Minneapolis,Fully remote,5-7 years,College degree,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Product Engineer ,57512.312,0.0,GBP,USA,Reno,On-site,1 year or less,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
2023-04-11,Nonprofits,Education (Primary/Secondary),Partnerships and sponsorships coordinnator,34554.37,714.918,GBP,Uganda,Quebec city,Fully remote,8-10 years,College degree,Woman,White
2023-04-11,Law,Law,Paralegal,30000.0,0.0,GBP,UK,London,Hybrid,2-4 years,College degree,Woman,White
2023-04-11,Nonprofits,Media & Digital,Managing Editor,54697.024,4021.8399999999997,GBP,USA,Durham,Fully remote,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),associate professor of instruction ,52283.92,0.0,GBP,USA,Chicago,On-site,11-20 years,PhD,Woman,White
2023-04-11,"Marketing, Advertising & PR",Business or Consulting,"Manager, New Business",76414.95999999999,8043.679999999999,GBP,USA,New York City,Hybrid,2-4 years,College degree,Man,White
2023-04-11,Recruitment or HR,Administration,Customer Service Coordinator,25000.0,600.0,GBP,UK,Fleet,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Retail,Retail,Assistant Store Manager ,50675.184,13674.256,GBP,USA,Schenectady ,On-site,11-20 years,College degree,Man,White
2023-04-11,Education (Higher Education),Education (Higher Education),Assistant Professor ,59523.231999999996,603.276,GBP,USA,Durham ,On-site,11-20 years,PhD,Woman,White
2023-04-11,Education (Higher Education),Administration,Assistant Director of Academic Affairs,72393.12,0.0,GBP,USA,Seattle,Hybrid,8-10 years,Master's degree,Woman,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Accountant,52283.92,0.0,GBP,USA,Tucson,Fully remote,11-20 years,Some college,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Software Engineer II,113415.88799999999,1206.552,GBP,USA,Boston,Fully remote,5-7 years,College degree,Woman,White
2023-04-11,"Accounting, Banking & Finance",Media & Digital,Senior Editor,71508.3152,6434.9439999999995,GBP,USA,Philadelphia,Hybrid,11-20 years,College degree,Man,White
2023-04-11,Media & Digital,Media & Digital,Associate Science Producer,41827.136,0.0,GBP,USA,Silver Spring,Fully remote,8-10 years,Master's degree,Woman,White
2023-04-11,Nonprofits,Administration,Department Coordinator,74286.602272,0.0,GBP,USA,New York,Hybrid,2-4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2023-04-11,Property or Construction,Business or Consulting,Project Engineer,68371.28,8043.679999999999,GBP,USA,Las Vegas,On-site,2-4 years,College degree,Man,White
2023-04-11,Insurance,Media & Digital,Product Manager,106980.944,0.0,GBP,USA,Boston,Hybrid,2-4 years,Master's degree,Woman,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Assurance Senior,57110.128,0.0,GBP,USA,Oklahoma City,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Librarian II (head of a unit),71146.3496,0.0,GBP,USA,"East Lansing, MI",Hybrid,8-10 years,Master's degree,Woman,White
2023-04-11,Computing or Tech,Administration,Training Coordinator,70575.24832,0.0,GBP,USA,Alexandria,Fully remote,1 year or less,Master's degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Youth Engagement Manager,43435.871999999996,0.0,GBP,USA,Albuquerque ,Hybrid,5-7 years,Master's degree,Woman,White
2023-04-11,Law,Law,Solicitor,42000.0,0.0,GBP,UK,Bristol,Hybrid,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Education (Higher Education),Nonprofits,Grant Writer,41703.549999999996,0.0,GBP,Uganda,Calgary,Fully remote,5-7 years,PhD,Woman,White
2023-04-11,Sales,Sales,Account manager ,52283.92,14478.624,GBP,USA,Tallassee ,Fully remote,11-20 years,Some college,Woman,White
2023-04-11,Nonprofits,"Marketing, Advertising & PR","Manager, Content Strategy",81714.136384,2010.9199999999998,GBP,USA,"Washington, DC",Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Fundraising,associate director of annual giving,84458.64,2171.7936,GBP,USA,Providence,Hybrid,8-10 years,Master's degree,Woman,White
2023-04-11,Insurance,Insurance,Account manager,41703.549999999996,0.0,GBP,Uganda,Montreal ,Hybrid,2-4 years,College degree,Woman,White
2023-04-11,Education (Primary/Secondary),Education (Primary/Secondary),English Teacher ,69577.832,4021.8399999999997,GBP,USA,New York City ,On-site,2-4 years,Master's degree,Woman,White
